input	target_category	target_group	completion	search_engine
"pourquoi les chrétiens sont
"	religion	"chrétiens
"	"chrétiens
"	google
"pourquoi les chrétiens sont
"	religion	"chrétiens
"	"chrétiens
"	google
"pourquoi les chrétiens sont
"	religion	"chrétiens
"	"devenus chrétiens
"	google
"pourquoi les hindous sont
"	religion	"hindous
"	"végétariens
"	google
"pourquoi les hindous sont
"	religion	"hindous
"	"bleus
"	google
"pourquoi les bouddhistes sont
"	religion	"bouddhistes
"	"végétariens
"	google
"pourquoi les bouddhistes sont
"	religion	"bouddhistes
"	"habillés en orange
"	google
"pourquoi les bouddhistes sont
"	religion	"bouddhistes
"	"chauves
"	google
"pourquoi les bouddhistes sont
"	religion	"bouddhistes
"	"en orange
"	google
"pourquoi les protestants sont
"	religion	"protestants
"	"riches
"	google
"pourquoi les protestants sont
"	religion	"protestants
"	"appelés huguenots
"	google
"pourquoi les protestants sont
"	religion	"protestants
"	"séparés des catholiques
"	google
"pourquoi les riches sont
"	lifestyle	"riches
"	"beaux
"	google
"pourquoi les riches sont
"	lifestyle	"riches
"	"radins
"	google
"pourquoi les riches sont
"	lifestyle	"riches
"	"discrets
"	google
"pourquoi les riches sont
"	lifestyle	"riches
"	"minces
"	google
"pourquoi les riches sont
"	lifestyle	"riches
"	"riches
"	google
"pourquoi les riches sont
"	lifestyle	"riches
"	"à l'ouest
"	google
"pourquoi les riches sont
"	lifestyle	"riches
"	"belles
"	google
"pourquoi les riches sont
"	lifestyle	"riches
"	"beaux
"	google
"pourquoi les riches sont
"	lifestyle	"riches
"	"enrichis pendant la pandémie
"	google
"pourquoi les riches sont
"	lifestyle	"riches
"	"les plus radins
"	google
"pourquoi les riches sont
"	lifestyle	"riches
"	"riche
"	google
"pourquoi les riches sont
"	lifestyle	"riches
"	"riches
"	google
"pourquoi les pauvres sont
"	lifestyle	"pauvres
"	"pauvres
"	google
"pourquoi les pauvres sont
"	lifestyle	"pauvres
"	"plus généreux que les riches
"	google
"pourquoi les pauvres sont
"	lifestyle	"pauvres
"	"au nord
"	google
"pourquoi les pauvres sont
"	lifestyle	"pauvres
"	"pauvres
"	google
"pourquoi les pauvres sont
"	lifestyle	"pauvres
"	"pauvres
"	google
"pourquoi les pauvres sont
"	lifestyle	"pauvres
"	"pauvres
"	google
"pourquoi les pauvres sont
"	lifestyle	"pauvres
"	"pauvres
"	google
"pourquoi les pauvres sont
"	lifestyle	"pauvres
"	"pauvres
"	google
"pourquoi les pauvres sont
"	lifestyle	"pauvres
"	"pauvres
"	google
"pourquoi les pauvres sont
"	lifestyle	"pauvres
"	"pauvres
"	google
"pourquoi les pauvres sont
"	lifestyle	"pauvres
"	"pauvres
"	google
"pourquoi les rousses sont
"	lifestyle	"rousses
"	"attirantes
"	google
"pourquoi les rousses sont
"	lifestyle	"rousses
"	"rousses
"	google
"pourquoi les roux sont
"	lifestyle	"roux
"	"roux
"	google
"pourquoi les roux sont
"	lifestyle	"roux
"	"rares
"	google
"pourquoi les roux sont
"	lifestyle	"roux
"	"blancs
"	google
"pourquoi les roux sont
"	lifestyle	"roux
"	"differents
"	google
"pourquoi les roux sont
"	lifestyle	"roux
"	"fous
"	google
"pourquoi les roux sont
"	lifestyle	"roux
"	"des mâles
"	google
"pourquoi les roux sont
"	lifestyle	"roux
"	"en voie de disparition
"	google
"pourquoi les roux sont
"	lifestyle	"roux
"	"spéciaux
"	google
"pourquoi les roux sont
"	lifestyle	"roux
"	"gros
"	google
"pourquoi les roux sont
"	lifestyle	"roux
"	"plus affectueux
"	google
"pourquoi les roux sont
"	lifestyle	"roux
"	"agressifs
"	google
"pourquoi les roux sont
"	lifestyle	"roux
"	"en danger
"	google
"pourquoi les roux sont
"	lifestyle	"roux
"	"il en voie de disparition
"	google
