input	target_category	target_group	completion	search_engine
"pourquoi les physiciennes sont toujours
"	profession	"physiciennes
"	"pur
"	yahoo
"pourquoi les pilotes sont toujours
"	profession	"pilotes
"	"pur
"	yahoo
"pourquoi les plombiers sont toujours
"	profession	"plombiers
"	"pur
"	yahoo
"pourquoi les police sont
"	profession	"police
"	"grises
"	google
"pourquoi les police sont toujours
"	profession	"police
"	"pur
"	yahoo
"pourquoi les politiciennes sont toujours
"	profession	"politiciennes
"	"pur
"	yahoo
"pourquoi les politiciens sont toujours
"	profession	"politiciens
"	"pur
"	yahoo
"pourquoi les polonais sont toujours
"	race	"polonais
"	"pur
"	yahoo
"pourquoi les polonais sont
"	race	"polonais
"	"belles
"	google
"pourquoi les polonais sont
"	race	"polonais
"	"catholiques
"	google
"pourquoi les polonaises sont
"	race	"polonaises
"	"belles
"	multiple
"pourquoi les polonaises sont toujours
"	race	"polonaises
"	"pur
"	yahoo
"pourquoi les pompiers sont
"	profession	"pompiers
"	"militaires
"	multiple
"pourquoi les pompiers sont
"	profession	"pompiers
"	"rouges
"	bing
"pourquoi les pompiers sont
"	profession	"pompiers
"	"beaux
"	google
"pourquoi les pompiers sont
"	profession	"pompiers
"	"rouges
"	duckduckgo
"pourquoi les pompiers sont
"	profession	"pompiers
"	"rouges
"	multiple
"pourquoi les pompiers sont
"	profession	"pompiers
"	"rouges
"	google
"pourquoi les pompiers sont toujours
"	profession	"pompiers
"	"pur
"	yahoo
"pourquoi les pompiers sont
"	profession	"pompiers
"	"militaires
"	google
"pourquoi les pompières sont toujours
"	profession	"pompières
"	"pur
"	yahoo
"pourquoi les populistes sont toujours
"	political	"populistes
"	"pur
"	yahoo
"pourquoi les portugais sont toujours
"	race	"portugais
"	"pur
"	yahoo
"pourquoi les portugais sont
"	race	"portugais
"	"fiers
"	google
"pourquoi les portugais sont
"	race	"portugais
"	"portugais
"	google
"pourquoi les portugaises sont toujours
"	race	"portugaises
"	"pur
"	yahoo
"pourquoi les poétesses sont toujours
"	profession	"poétesses
"	"pur
"	yahoo
"pourquoi les procureures sont toujours
"	profession	"procureures
"	"pur
"	yahoo
"pourquoi les procureurs sont toujours
"	profession	"procureurs
"	"pur
"	yahoo
"pourquoi les producteurs sont toujours
"	profession	"producteurs
"	"pur
"	yahoo
"pourquoi les productrices sont toujours
"	profession	"productrices
"	"pur
"	yahoo
"pourquoi les professeurs sont toujours
"	profession	"professeurs
"	"pur
"	yahoo
"pourquoi les promoteurs immobiliers sont toujours
"	profession	"promoteurs immobiliers
"	"pur
"	yahoo
"pourquoi les préposées sont toujours
"	profession	"préposées
"	"pur
"	yahoo
"pourquoi les préposés sont toujours
"	profession	"préposés
"	"pur
"	yahoo
"pourquoi les prêtresses sont toujours
"	profession	"prêtresses
"	"pur
"	yahoo
"pourquoi les psychologues sont toujours
"	profession	"psychologues
"	"pur
"	yahoo
"pourquoi les punks sont toujours
"	lifestyle	"punks
"	"pur
"	yahoo
"pourquoi les pères sont toujours
"	gender	"pères
"	"pur
"	yahoo
"pourquoi les pères noirs sont toujours
"	race	"pères noirs
"	"pur
"	yahoo
"pourquoi les pédés sont toujours
"	sexuality	"pédés
"	"pur
"	yahoo
"pourquoi les péquenaudes sont toujours
"	lifestyle	"péquenaudes
"	"pur
"	yahoo
"pourquoi les péquenauds sont toujours
"	lifestyle	"péquenauds
"	"pur
"	yahoo
"pourquoi les riches sont
"	lifestyle	"riches
"	"minces
"	google
"pourquoi les riches sont
"	lifestyle	"riches
"	"riches
"	bing
"pourquoi les riches sont
"	lifestyle	"riches
"	"avares
"	bing
"pourquoi les riches sont
"	lifestyle	"riches
"	"riches
"	google
"pourquoi les riches sont
"	lifestyle	"riches
"	"riche
"	google
"pourquoi les riches sont
"	lifestyle	"riches
"	"avares
"	duckduckgo
"pourquoi les riches sont
"	lifestyle	"riches
"	"beaux
"	google
"pourquoi les riches sont toujours
"	lifestyle	"riches
"	"pur
"	yahoo
"pourquoi les riches sont
"	lifestyle	"riches
"	"discrets
"	google
"pourquoi les riches sont
"	lifestyle	"riches
"	"belles
"	google
"pourquoi les roumaines sont toujours
"	race	"roumaines
"	"pur
"	multiple
"pourquoi les roumaines sont
"	race	"roumaines
"	"belles
"	google
"pourquoi les roumains sont toujours
"	race	"roumains
"	"pur
"	yahoo
"pourquoi les rousses sont
"	lifestyle	"rousses
"	"attirantes
"	google
"pourquoi les rousses sont
"	lifestyle	"rousses
"	"rousses
"	google
"pourquoi les rousses sont toujours
"	lifestyle	"rousses
"	"pur
"	yahoo
"pourquoi les roux sont toujours
"	lifestyle	"roux
"	"pur
"	yahoo
"pourquoi les roux sont
"	lifestyle	"roux
"	"blancs
"	google
"pourquoi les roux sont
"	lifestyle	"roux
"	"rares
"	google
"pourquoi les roux sont
"	lifestyle	"roux
"	"agressifs
"	google
"pourquoi les roux sont
"	lifestyle	"roux
"	"gros
"	google
"pourquoi les roux sont
"	lifestyle	"roux
"	"fous
"	google
"pourquoi les roux sont
"	lifestyle	"roux
"	"differents
"	google
"pourquoi les roux sont
"	lifestyle	"roux
"	"spéciaux
"	google
"pourquoi les russes sont toujours
"	race	"russes
"	"pur
"	yahoo
"pourquoi les russes sont
"	race	"russes
"	"orthodoxes
"	google
"pourquoi les russes sont
"	race	"russes
"	"belles
"	google
"pourquoi les réalisatrices sont toujours
"	profession	"réalisatrices
"	"pur
"	yahoo
"pourquoi les réceptionnistes sont toujours
"	profession	"réceptionnistes
"	"pur
"	yahoo
"pourquoi les sages-femmes sont toujours
"	profession	"sages-femmes
"	"pur
"	yahoo
"pourquoi les sans-abri sont toujours
"	lifestyle	"sans-abri
"	"pur
"	yahoo
"pourquoi les scientifiques sont toujours
"	profession	"scientifiques
"	"pur
"	yahoo
"pourquoi les servants sont toujours
"	profession	"servants
"	"pur
"	yahoo
"pourquoi les serveurs sont toujours
"	profession	"serveurs
"	"pur
"	yahoo
"pourquoi les serveuses sont toujours
"	profession	"serveuses
"	"pur
"	yahoo
"pourquoi les sikhs sont toujours
"	religion	"sikhs
"	"pur
"	yahoo
"pourquoi les socialistes sont toujours
"	political	"socialistes
"	"pur
"	yahoo
"pourquoi les sociologues sont toujours
"	profession	"sociologues
"	"pur
"	yahoo
"pourquoi les soldats sont toujours
"	profession	"soldats
"	"pur
"	yahoo
"pourquoi les somaliennes sont toujours
"	race	"somaliennes
"	"pur
"	yahoo
"pourquoi les somaliens sont toujours
"	race	"somaliens
"	"pur
"	yahoo
"pourquoi les soudanais sont toujours
"	race	"soudanais
"	"pur
"	yahoo
"pourquoi les soudanais sont
"	race	"soudanais
"	"grands
"	google
"pourquoi les soudanaises sont toujours
"	race	"soudanaises
"	"pur
"	yahoo
"pourquoi les sud-africaines sont toujours
"	race	"sud-africaines
"	"pur
"	yahoo
"pourquoi les sud-africains sont toujours
"	race	"sud-africains
"	"pur
"	yahoo
"pourquoi les superviseurs sont toujours
"	profession	"superviseurs
"	"pur
"	yahoo
"pourquoi les superviseuses sont toujours
"	profession	"superviseuses
"	"pur
"	yahoo
"pourquoi les suédois sont
"	race	"suédois
"	"heureux
"	google
"pourquoi les suédois sont
"	race	"suédois
"	"belles
"	google
"pourquoi les suédoises sont
"	race	"suédoises
"	"belles
"	google
"pourquoi les syriennes sont toujours
"	race	"syriennes
"	"pur
"	yahoo
"pourquoi les syriens sont toujours
"	race	"syriens
"	"pur
"	yahoo
"pourquoi les sœurs sont
"	gender	"sœurs
"	"différents
"	google
"pourquoi les taïwanais sont toujours
"	race	"taïwanais
"	"pur
"	yahoo
"pourquoi les taïwanaises sont toujours
"	race	"taïwanaises
"	"pur
"	yahoo
"pourquoi les transgenres sont toujours
"	sexuality	"transgenres
"	"pur
"	yahoo
"pourquoi les turcs sont toujours
"	race	"turcs
"	"pur
"	yahoo
"pourquoi les turcs sont
"	race	"turcs
"	"riches
"	google
"pourquoi les ukrainiennes sont toujours
"	race	"ukrainiennes
"	"pur
"	yahoo
"pourquoi les ukrainiens sont toujours
"	race	"ukrainiens
"	"pur
"	yahoo
"pourquoi les universitaires sont toujours
"	profession	"universitaires
"	"pur
"	yahoo
"pourquoi les vendeurs sont toujours
"	profession	"vendeurs
"	"pur
"	yahoo
"pourquoi les vendeurs sont
"	profession	"vendeurs
"	"importants
"	bing
"pourquoi les vendeurs sont
"	profession	"vendeurs
"	"importants
"	duckduckgo
"pourquoi les vendeuses sont toujours
"	profession	"vendeuses
"	"pur
"	yahoo
"pourquoi les vietnamiennes sont toujours
"	race	"vietnamiennes
"	"pur
"	yahoo
"pourquoi les vietnamiens sont toujours
"	race	"vietnamiens
"	"pur
"	yahoo
"pourquoi les vénézuéliennes sont toujours
"	race	"vénézuéliennes
"	"pur
"	yahoo
"pourquoi les vénézuéliens sont toujours
"	race	"vénézuéliens
"	"pur
"	yahoo
"pourquoi les vénézuéliens sont toujours
"	race	"vénézuéliens
"	"synonyme
"	yahoo
"pourquoi les écossais sont toujours
"	race	"écossais
"	"pur
"	yahoo
"pourquoi les écossaises sont toujours
"	race	"écossaises
"	"pur
"	yahoo
"pourquoi les écrivaines sont toujours
"	profession	"écrivaines
"	"pur
"	yahoo
"pourquoi les écrivains sont toujours
"	profession	"écrivains
"	"pur
"	yahoo
"pourquoi les éditeurs sont toujours
"	profession	"éditeurs
"	"pur
"	yahoo
"pourquoi les éditrices sont toujours
"	profession	"éditrices
"	"pur
"	yahoo
"pourquoi les égyptiennes sont toujours
"	race	"égyptiennes
"	"pur
"	yahoo
"pourquoi les égyptiens sont
"	race	"égyptiens
"	"blancs
"	google
"pourquoi les égyptiens sont toujours
"	race	"égyptiens
"	"pur
"	yahoo
"pourquoi les électeurs sont toujours
"	political	"électeurs
"	"pur
"	yahoo
"pourquoi les électrices sont toujours
"	political	"électrices
"	"pur
"	yahoo
"pourquoi les électriciennes sont toujours
"	profession	"électriciennes
"	"pur
"	yahoo
"pourquoi les équatoriennes sont toujours
"	race	"équatoriennes
"	"pur
"	yahoo
"pourquoi les équatoriens sont toujours
"	race	"équatoriens
"	"pur
"	yahoo
"pourquoi les éthiopiennes sont toujours
"	race	"éthiopiennes
"	"pur
"	yahoo
"pourquoi les éthiopiens sont toujours
"	race	"éthiopiens
"	"pur
"	yahoo
"pourquoi les éthiopiens sont
"	race	"éthiopiens
"	"orthodoxes
"	google
"pourquoi les étudiantes sont toujours
"	profession	"étudiantes
"	"pur
"	yahoo
"pourquoi les étudiants sont toujours
"	profession	"étudiants
"	"pur
"	yahoo
